id,Order,(internal)family,baseGenus,cpGI,mtGI,SRA
13523,Poales,Poaceae,Schizachyrium,1196592625,,SRR6442328
13547,Poales,Poaceae,Schizostachyum,,,SRR12113330
13712,Poales,Poaceae,Secale,525782195,,SRR8380748
13816,Poales,Poaceae,Setaria,938340108,,SRR12247772
13834,Poales,Poaceae,Shibataea,1043308467,,SRR6001037
14043,Poales,Poaceae,Sorghastrum,1043444238,,SRR12361802
14145,Poales,Poaceae,Sphenopholis,,,SRR12361731
14146,Poales,Poaceae,Sphenopus,,,SRR10443748
14162,Poales,Poaceae,Spinifex,,,ERR1034459
14263,Poales,Poaceae,Steinchisma,1043444322,,SRR2163017
14338,Poales,Poaceae,Stenotaphrum,1331213629,,SRR7249326
14409,Poales,Poaceae,Stipa,1339786236,,SRR8944506
14458,Poales,Poaceae,Streptochaeta,1150195532,,SRR4249670
14662,Poales,Poaceae,Taeniatherum,1369120289,,SRR9590778
14904,Poales,Poaceae,Thamnocalamus,684185074,,SRR8270946
14934,Poales,Poaceae,Themeda,1206252211,,SRR7529014
15172,Poales,Poaceae,Tragus,1693294500,,SRR8666667
15213,Poales,Poaceae,Tribolium,1331213715,,SRR12437622
15251,Poales,Poaceae,Tricholaena,1331213801,,SRR11792112
15290,Poales,Poaceae,Tridens,,,SRR8847459
15332,Poales,Poaceae,Triodia,1693297376,,SRR8666537
15371,Poales,Poaceae,Triraphis,1693294995,,SRR8666373
15537,Poales,Poaceae,Urochloa,1025807325,,SRR7196300
15743,Poales,Poaceae,Vulpia,,,SRR11576605
15822,Poales,Poaceae,Whiteochloa,1043445503,,SRR8666427
15927,Poales,Poaceae,Xerochloa,,,SRR8666347
15984,Poales,Poaceae,Yakirra,,,SRR8666568
15999,Poales,Poaceae,Yushania,1755136312,,SRR8270876
16048,Poales,Poaceae,Zizania,817525568,,SRR10178794
16067,Poales,Poaceae,Zoysia,1049305132,,SRR5759405
7418,Poales,Restionaceae,Hydrophilus,,,SRR6355655
12233,Poales,Thurniaceae,Prionium,,,SRR12168534
14064,Poales,Typhaceae,Sparganium,1761031248,,SRR11598985
15475,Poales,Typhaceae,Typha,289065068,,SRR11599012
268,Polypodiales,Adiantaceae,Adiantum,30352011,,SRR6256311
9901,Polypodiales,Adiantaceae,Myriopteris,1511242879,,SRR5642522
1343,Polypodiales,Aspleniaceae,Asplenium,1770694336,,SRR9897626
1901,Polypodiales,Blechnaceae,Blechnopsis,,,SRR7121774
1902,Polypodiales,Blechnaceae,Blechnum,,,SRR6727975
8783,Polypodiales,Blechnaceae,Lorinseria,,,SRR11598987
4513,Polypodiales,Dennstaedtiaceae,Dennstaedtia,,,SRR6727983
7209,Polypodiales,Dennstaedtiaceae,Histiopteris,1552776205,,SRR6727984
8637,Polypodiales,Dennstaedtiaceae,Lindsaea,1747252011,,SRR7121783
10454,Polypodiales,Dennstaedtiaceae,Odontosoria,1384011149,,SRR7121775
10919,Polypodiales,Dennstaedtiaceae,Paesia,,,SRR6727978
12552,Polypodiales,Dennstaedtiaceae,Pteridium,301353331,,SRR2070690
13268,Polypodiales,Dennstaedtiaceae,Saccoloma,1747252459,,SRR6727986
4264,Polypodiales,Dryopteridaceae,Cyrtomium,966201822,,SRR6727965
4716,Polypodiales,Dryopteridaceae,Didymochlaena,,,SRR6727973
5128,Polypodiales,Dryopteridaceae,Dryopteris,1395161497,,SRR11229720
12554,Polypodiales,Dryopteridaceae,Pteridrys,,,SRR7122083
5311,Polypodiales,Lomariopsidaceae,Elaphoglossum,,,SRR11599029
389,Polypodiales,Polypodiaceae,Aglaomorpha,,,SRR7056189
8244,Polypodiales,Polypodiaceae,Lecanopteris,,,SRR11599028
8303,Polypodiales,Polypodiaceae,Lemmaphyllum,1859638212,,SRR11598970
9537,Polypodiales,Polypodiaceae,Microsorum,,,SRR3560784
11517,Polypodiales,Polypodiaceae,Phlebodium,,,SRR6727966
11610,Polypodiales,Polypodiaceae,Phymatodes,,,SRR6984058
12087,Polypodiales,Polypodiaceae,Polypodium,,,SRR1558173
12723,Polypodiales,Polypodiaceae,Pyrrosia,1839129055,,SRR7122082
175,Polypodiales,Pteridaceae,Acrostichum,,,SRR11084713
2947,Polypodiales,Pteridaceae,Ceratopteris,1517363412,,SRR11084711
12557,Polypodiales,Pteridaceae,Pteris,1552774801,,SRR7121723
2,Polypodiales,Thelypteridaceae,Abacopteris,,,SRR7121770
4167,Polypodiales,Thelypteridaceae,Cyclosorus,,,SRR7121612
11472,Polypodiales,Thelypteridaceae,Phegopteris,1859637945,,SRR11598982
14932,Polypodiales,Thelypteridaceae,Thelypteris,1241931280,,SRR6727968
1434,Polypodiales,Woodsiaceae,Athyrium,1238821723,,SRR11598993
4841,Polypodiales,Woodsiaceae,Diplazium,1241930485,,SRR3560719
560,Polytrichales,Polytrichaceae,Alophosia,,,SRR6058927
1447,Polytrichales,Polytrichaceae,Atrichopsis,,,SRR6058935
1449,Polytrichales,Polytrichaceae,Atrichum,,669017329,SRR6441391
4486,Polytrichales,Polytrichaceae,Dendroligotrichum,,,SRR6441431
12110,Polytrichales,Polytrichaceae,Polytrichum,,1511246628,SRR8707304
6064,Porellales,Jubulaceae,Frullania,1707506238,,SRR8246020
7827,Porellales,Jubulaceae,Jubula,1707506154,,SRR10342725
1155,Porellales,Lejeuneaceae,Archilejeunea,,,SRR8862293
2941,Porellales,Lejeuneaceae,Ceratolejeunea,,,SRR10595368
8296,Porellales,Lejeuneaceae,Lejeunea,,,SRR10595351
12626,Porellales,Lejeuneaceae,Ptychanthus,,,SRR8246019
15018,Porellales,Lejeuneaceae,Thysananthus,,,SRR8862558
12777,Porellales,Radulaceae,Radula,1707506071,,SRR8246027
5482,Pottiales,Ephemeraceae,Ephemerella,,,SRR11470050
8419,Pottiales,Pottiaceae,Leptodontium,,,SRR5152960
13293,Pottiales,Pottiaceae,Saitoella,,,SRR3927303
15112,Pottiales,Pottiaceae,Tortella,,,SRR6441450
5891,Proteales,Proteaceae,Faurea,,,SRR5055327
6521,Proteales,Proteaceae,Grevillea,,,SRR7121749
8496,Proteales,Proteaceae,Leucadendron,,,SRR8669888
8908,Proteales,Proteaceae,Macadamia,1299049785,,SRR10896963
12273,Proteales,Proteaceae,Protea,1665683418,,SRR5436924
14300,Proteales,Proteaceae,Stenocarpus,,,SRR8669883
9302,Proteales,Sabiaceae,Meliosma,1002164467,,SRR7121847
6158,Ptychomniales,Pterobryaceae,Garovaglia,1768370608,,SRR6058869
3400,Ptychomniales,Ptychomniaceae,Cladomnion,,,SRR6058849
4625,Ptychomniales,Ptychomniaceae,Dichelodontium,1693287967,,SRR6058892
6373,Ptychomniales,Ptychomniaceae,Glyphothecium,,,SRR6058944
6746,Ptychomniales,Ptychomniaceae,Hampeella,,,SRR6058939
12635,Ptychomniales,Ptychomniaceae,Ptychomnion,,669017085,SRR6058926
1793,Ranunculales,Berberidaceae,Berberis,723430576,,SRR11351600
5501,Ranunculales,Berberidaceae,Epimedium,1021076843,,SRR9887822
3367,Ranunculales,Circaeasteraceae,Circaeaster,1848770406,,SRR11448512
7933,Ranunculales,Circaeasteraceae,Kingdonia,1241931866,,SRR11578669
15056,Ranunculales,Menispermaceae,Tinospora,1642518456,,SRR10595362
4607,Ranunculales,Papaveraceae,Dicentra,,,SRR12361960
8924,Ranunculales,Papaveraceae,Macleaya,1860675963,,SRR5279816
10972,Ranunculales,Papaveraceae,Papaver,1784810801,,SRR11122812
13341,Ranunculales,Papaveraceae,Sanguinaria,,,SRR8379568
184,Ranunculales,Ranunculaceae,Actaea,1610625336,,SRR12192221
841,Ranunculales,Ranunculaceae,Anemone,1572791323,,SRR8208361
842,Ranunculales,Ranunculaceae,Anemonella,,,SRR6869424
1111,Ranunculales,Ranunculaceae,Aquilegia,1610625611,,SRR11908574
2482,Ranunculales,Ranunculaceae,Caltha,1783393104,,SRR12361880
3732,Ranunculales,Ranunculaceae,Coptis,1587086827,,SRR9853565
4459,Ranunculales,Ranunculaceae,Delphinium,1771300977,,SRR12361878
5936,Ranunculales,Ranunculaceae,Ficaria,,,SRR12518821
6300,Ranunculales,Ranunculaceae,Glaucidium,1610626578,,SRR9947234
9878,Ranunculales,Ranunculaceae,Myosurus,,,SRR12432383
12801,Ranunculales,Ranunculaceae,Ranunculus,1080112271,,SRR12432513
13758,Ranunculales,Ranunculaceae,Semiaquilegia,1511244937,,SRR437677
14897,Ranunculales,Ranunculaceae,Thalictrum,746948449,,SRR8208357
1473,Rhizogoniales,Aulacomniaceae,Aulacomnium,,,SRR6058969
6424,Rhizogoniales,Rhizogoniaceae,Goniobryum,,,SRR6058941
7471,Rhizogoniales,Rhizogoniaceae,Hymenodon,,,SRR6058914
7472,Rhizogoniales,Rhizogoniaceae,Hymenodontopsis,,,SRR6058913
8460,Rhizogoniales,Rhizogoniaceae,Leptotheca,,,SRR6058917
12717,Rhizogoniales,Rhizogoniaceae,Pyrrhobryum,,,SRR6058924
12992,Rhizogoniales,Rhizogoniaceae,Rhizogonium,,,SRR6058950
1639,Rosales,Barbeyaceae,Barbeya,1583106844,,SRR7451094
2849,Rosales,Cannabaceae,Celtis,1511243138,,SRR3560689
7372,Rosales,Cannabaceae,Humulus,937547443,,SRR8690418
15184,Rosales,Cannabaceae,Trema,1474772387,,SRR5631617
5302,Rosales,Elaeagnaceae,Elaeagnus,1583107619,,SRR7121433
7196,Rosales,Elaeagnaceae,Hippophae,1236517047,,ERR1462647
8051,Rosales,Leguminosae,Lablab,,,SRR7267956
983,Rosales,Moraceae,Antiaropsis,,,SRR3907583
1284,Rosales,Moraceae,Artocarpus,1373439728,,SRR7121466
2206,Rosales,Moraceae,Broussonetia,1615640914,,SRR10416062
5042,Rosales,Moraceae,Dorstenia,,,SRR3907584
5938,Rosales,Moraceae,Ficus,1215836558,,SRR9675891
8926,Rosales,Moraceae,Maclura,,,SRR7122046
14448,Rosales,Moraceae,Streblus,,,SRR3907307
15416,Rosales,Moraceae,Trophis,,,SRR10595363
2829,Rosales,Rhamnaceae,Ceanothus,,,SRR11598998
10401,Rosales,Rhamnaceae,Discaria,,,SRR5313974
6035,Rosales,Rhamnaceae,Frangula,,,SRR12518782
10213,Rosales,Rhamnaceae,Nesiota,,,SRR8669893
12936,Rosales,Rhamnaceae,Rhamnella,,,SRR9733466
12939,Rosales,Rhamnaceae,Rhamnus,1812092253,,SRR12518773
16053,Rosales,Rhamnaceae,Zizyphus,,,SRR10052907
399,Rosales,Rosaceae,Agrimonia,1843252393,,SRR7122037
457,Rosales,Rosaceae,Alchemilla,1863128862,,SRR12516432
638,Rosales,Rosaceae,Amelanchier,1768908788,,SRR12361874
1035,Rosales,Rosaceae,Aphanes,,,SRR6667469
1772,Rosales,Rosaceae,Bencomia,1526689760,,SRR1145773
3051,Rosales,Rosaceae,Chamaerhodos,,,SRR12516404
3646,Rosales,Rosaceae,Comarum,,,SRR12432469
3891,Rosales,Rosaceae,Crataegus,1482419211,,SRR12518826
4174,Rosales,Rosaceae,Cydonia,1149552931,,SRR3166923
4326,Rosales,Rosaceae,Dalibarda,,,SRR8419204
4363,Rosales,Rosaceae,Dasiphora,1299050094,,SRR12516402
5110,Rosales,Rosaceae,Dryas,,,SRR5313978
5113,Rosales,Rosaceae,Drymocallis,,,SRR5275252
5950,Rosales,Rosaceae,Filipendula,,,SRR12518872
6030,Rosales,Rosaceae,Fragaria,408830224,,SRR11606867
6256,Rosales,Rosaceae,Geum,1381385573,,ERR2187923
7850,Rosales,Rosaceae,Kageneckia,1777397443,,SRR3157483
8063,Rosales,Rosaceae,Lachemilla,,,SRR12516389
11626,Rosales,Rosaceae,Physocarpus,,,SRR3156599
12156,Rosales,Rosaceae,Porteranthus,,,SRR3166477
12171,Rosales,Rosaceae,Potaninia,1829766062,,SRR12516422
12173,Rosales,Rosaceae,Potentilla,1593556089,,SRR8208364
12228,Rosales,Rosaceae,Prinsepia,511943653,,SRR983739
10912,Rosales,Rosaceae,Prunus,1905076722,2001167574,SRR12518781
12666,Rosales,Rosaceae,Purshia,,,SRR5314004
13206,Rosales,Rosaceae,Rubus,1624685837,,SRR12424495
13342,Rosales,Rosaceae,Sanguisorba,1747253231,,SRR12516419
13846,Rosales,Rosaceae,Sibbaldia,,,SRR8296105
14042,Rosales,Rosaceae,Sorbus,1863297670,,SRR12518855
15623,Rosales,Rosaceae,Vauquelinia,1777395983,,SRR3130625
15500,Rosales,Ulmaceae,Ulmus,1736273076,,SRR5926442
1955,Rosales,Urticaceae,Boehmeria,1799624644,,SRR8276955
2835,Rosales,Urticaceae,Cecropia,1799624814,,ERR169806
5317,Rosales,Urticaceae,Elatostema,1834960507,,SRR7121826
6286,Rosales,Urticaceae,Girardinia,,,SRR7122055
15549,Rosales,Urticaceae,Urtica,,,SRR10963487
1542,Salviniales,Salviniaceae,Azolla,1261343448,,SRR6482158
13318,Salviniales,Salviniaceae,Salvinia,1261343539,,SRR6478596
8762,Santalales,Balanophoraceae,Lophophytum,,1142819768,SRR3223425
10530,Santalales,Balanophoraceae,Ombrophytum,,1848770761,SRR10741834
13036,Santalales,Balanophoraceae,Rhopalocnemis,1530728917,,SRR7995544
6930,Santalales,Loranthaceae,Helixanthera,1482419297,,SRR7121819
7934,Santalales,Loranthaceae,Kingella,,,SRR3503442
8966,Santalales,Loranthaceae,Macrosolen,1771302865,,SRR10442639
9027,Santalales,Olacaceae,Malania,1488176944,,SRR7221532
3641,Santalales,Santalaceae,Comandra,,,SRR12361706
13352,Santalales,Santalaceae,Santalum,1863124001,,SRR5150443
742,Sapindales,Anacardiaceae,Anacardium,1215836386,,SRR5812497
11750,Sapindales,Anacardiaceae,Pistacia,1206251543,,SRR8772689
13039,Sapindales,Anacardiaceae,Rhus,1134945536,,SRR12361722
13643,Sapindales,Anacardiaceae,Sclerocarya,1707502671,,SRR7267939
15136,Sapindales,Anacardiaceae,Toxicodendron,1835927416,,SRR10325927
2033,Sapindales,Burseraceae,Boswellia,1184803310,,SRR8735369
2326,Sapindales,Burseraceae,Bursera,,,SRR2163646
2605,Sapindales,Burseraceae,Canarium,1863125509,,SRR5534923
3659,Sapindales,Burseraceae,Commiphora,1593549977,,SRR2163730
4291,Sapindales,Burseraceae,Dacryodes,,,SRR10906943
12275,Sapindales,Burseraceae,Protium,,,SRR5160690
1537,Sapindales,Meliaceae,Azadirachta,595789659,,SRR2079324
2836,Sapindales,Meliaceae,Cedrela,1369124718,,SRR7505276
3362,Sapindales,Meliaceae,Cipadessa,1844478457,,SRR7121960
5195,Sapindales,Meliaceae,Dysoxylum,,,SRR7122073
6554,Sapindales,Meliaceae,Guarea,,,SRR7505310
7920,Sapindales,Meliaceae,Khaya,1381384161,,SRR7121461
9291,Sapindales,Meliaceae,Melia,,,ERR2026414
14561,Sapindales,Meliaceae,Swietenia,1526694917,,SRR7505262
15096,Sapindales,Meliaceae,Toona,1335807539,,SRR7121436
15227,Sapindales,Meliaceae,Trichilia,,,SRR7505209
15963,Sapindales,Meliaceae,Xylocarpus,1526689845,,SRR3173587
1412,Sapindales,Rutaceae,Atalantia,1537778136,,SRR6188460
3428,Sapindales,Rutaceae,Clausena,1128260630,,SRR5796634
9295,Sapindales,Rutaceae,Melicope,,,SRR10281797
9510,Sapindales,Rutaceae,Micromelum,1128252964,,SRR7122008
9846,Sapindales,Rutaceae,Murraya,1128260056,,SRR7121443
15075,Sapindales,Rutaceae,Toddalia,,,SRR7121981
16013,Sapindales,Rutaceae,Zanthoxylum,1708007629,,SRR11526894
316,Sapindales,Sapindaceae,Aesculus,1829768767,,SRR9845550
465,Sapindales,Sapindaceae,Alectryon,,,SRR7781180
1413,Sapindales,Sapindaceae,Atalaya,,,SRR8666637
4773,Sapindales,Sapindaceae,Dimocarpus,1678072075,,SRR12047992
4995,Sapindales,Sapindaceae,Dodonaea,1267173765,,SRR7451075
8383,Sapindales,Sapindaceae,Lepisanthes,,,SRR7121863
8672,Sapindales,Sapindaceae,Litchi,1215836643,,SRR10113997
582,Saxifragales,Altingiaceae,Altingia,1863126167,,SRR10420285
8660,Saxifragales,Altingiaceae,Liquidambar,1829776904,,SRR837508
2958,Saxifragales,Cercidiphyllaceae,Cercidiphyllum,1418584397,,SRR10141152
279,Saxifragales,Crassulaceae,Adromischus,,,SRR7901763
303,Saxifragales,Crassulaceae,Aeonium,,,SRR7901368
412,Saxifragales,Crassulaceae,Aichryson,,,SRR12130674
3841,Saxifragales,Crassulaceae,Cotyledon,,,SRR7901244
3890,Saxifragales,Crassulaceae,Crassula,,,SRR7901715
5146,Saxifragales,Crassulaceae,Dudleya,,,SRR7901627
5221,Saxifragales,Crassulaceae,Echeveria,,,SRR7901762
6500,Saxifragales,Crassulaceae,Graptopetalum,,,SRR7901584
7455,Saxifragales,Crassulaceae,Hylotelephium,1797019884,,SRR7901513
7855,Saxifragales,Crassulaceae,Kalanchoe,1797019970,,SRR7901454
8317,Saxifragales,Crassulaceae,Lenophyllum,,,SRR7901226
9681,Saxifragales,Crassulaceae,Monanthes,,,SRR7901233
10705,Saxifragales,Crassulaceae,Orostachys,1797020056,,SRR7901459
10891,Saxifragales,Crassulaceae,Pachyphytum,,,SRR7901455
11471,Saxifragales,Crassulaceae,Phedimus,1797020142,,SRR7901456
11752,Saxifragales,Crassulaceae,Pistorinia,,,SRR7901695
12465,Saxifragales,Crassulaceae,Pseudosedum,,,SRR7901709
13000,Saxifragales,Crassulaceae,Rhodiola,1610635902,,SRR5273709
13184,Saxifragales,Crassulaceae,Rosularia,1797021174,,SRR7901293
13725,Saxifragales,Crassulaceae,Sedum,927372188,,SRR7901782
13765,Saxifragales,Crassulaceae,Sempervivum,,,SRR7901306
13916,Saxifragales,Crassulaceae,Sinocrassula,1797021260,,SRR7901312
14966,Saxifragales,Crassulaceae,Thompsonella,,,SRR7901443
15462,Saxifragales,Crassulaceae,Tylecodon,,,SRR7901440
15689,Saxifragales,Crassulaceae,Villadia,,,SRR7901279
4353,Saxifragales,Daphniphyllaceae,Daphniphyllum,1859636088,,SRR7901658
13078,Saxifragales,Grossulariaceae,Ribes,1386675601,,SRR10420267
6321,Saxifragales,Haloragaceae,Glischrocaryon,,,SRR10420275
6437,Saxifragales,Haloragaceae,Gonocarpus,,,SRR7901377
6728,Saxifragales,Haloragaceae,Haloragis,,,SRR7901374
3798,Saxifragales,Hamamelidaceae,Corylopsis,1789850871,,SRR7901375
4902,Saxifragales,Hamamelidaceae,Disanthus,1811916802,,SRR7901381
4963,Saxifragales,Hamamelidaceae,Distyliopsis,,,SRR7901378
5818,Saxifragales,Hamamelidaceae,Exbucklandia,,,SRR7786189
6026,Saxifragales,Hamamelidaceae,Fothergilla,,,SRR11599061
6737,Saxifragales,Hamamelidaceae,Hamamelis,1418580982,,SRR7110723
9934,Saxifragales,Hamamelidaceae,Mytilaria,1863126335,,SRR7121625
11126,Saxifragales,Hamamelidaceae,Parrotia,1369124317,,SRR7901384
13013,Saxifragales,Hamamelidaceae,Rhodoleia,1783490283,,SRR7901554
13931,Saxifragales,Hamamelidaceae,Sinowilsonia,1267171034,,SRR7901552
3257,Saxifragales,Iteaceae,Choristylis,,,SRR10420280
7717,Saxifragales,Iteaceae,Itea,1418581245,,SRR7901550
12598,Saxifragales,Iteaceae,Pterostemon,,,SRR7901555
10917,Saxifragales,Paeoniaceae,Paeonia,1839129598,,SRR8936622
11291,Saxifragales,Penthoraceae,Penthorum,568244713,,SRR7901605
11331,Saxifragales,Peridiscaceae,Peridiscus,,,SRR7901608
14056,Saxifragales,Peridiscaceae,Soyauxia,,,SRR7901711
1373,Saxifragales,Saxifragaceae,Astilbe,,,SRR7901610
1374,Saxifragales,Saxifragaceae,Astilboides,,,SRR7901210
1781,Saxifragales,Saxifragaceae,Bensoniella,,,SRR2482964
1798,Saxifragales,Saxifragaceae,Bergenia,1267170850,,SRR7901292
1968,Saxifragales,Saxifragaceae,Bolandra,,,SRR7901287
2066,Saxifragales,Saxifragaceae,Boykinia,1859635921,,SRR7901288
3315,Saxifragales,Saxifragaceae,Chrysosplenium,1511254870,,SRR7901738
3685,Saxifragales,Saxifragaceae,Conimitella,,,SRR5253503
4360,Saxifragales,Saxifragaceae,Darmera,,,SRR7901268
5353,Saxifragales,Saxifragaceae,Elmera,,,SRR5253502
6962,Saxifragales,Saxifragaceae,Hemieva,,,SRR7901491
7162,Saxifragales,Saxifragaceae,Hieronymusia,,,SRR7901270
7803,Saxifragales,Saxifragaceae,Jepsonia,,,SRR7901272
8394,Saxifragales,Saxifragaceae,Leptarrhena,1859636933,,SRR7901274
8679,Saxifragales,Saxifragaceae,Lithophragma,,,SRR10420272
9452,Saxifragales,Saxifragaceae,Micranthes,,,SRR10420190
9615,Saxifragales,Saxifragaceae,Mitella,1693302899,,SRR5253484
9827,Saxifragales,Saxifragaceae,Mukdenia,1859637188,,SRR7901355
10863,Saxifragales,Saxifragaceae,Ozomelis,,,SRR7901353
11174,Saxifragales,Saxifragaceae,Pectiantia,1859637103,,SRR5253485
13135,Saxifragales,Saxifragaceae,Rodgersia,1859637523,,SRR7901358
13344,Saxifragales,Saxifragaceae,Saniculiphyllum,1859637608,,SRR7901360
13442,Saxifragales,Saxifragaceae,Saxifraga,1543567529,,SRR10420265
13444,Saxifragales,Saxifragaceae,Saxifragodes,,,SRR7901488
14540,Saxifragales,Saxifragaceae,Sullivantia,,,SRR7901532
14703,Saxifragales,Saxifragaceae,Tanakaea,,,SRR7901531
8882,Schizaeales,Schizaeaceae,Lygodium,558516581,,SRR7121778
5103,Scouleriales,Orthotrichaceae,Drummondia,,,SRR6441468
2532,Solanales,Convolvulaceae,Calystegia,,,SRR12361957
3719,Solanales,Convolvulaceae,Convolvulus,,,ERR3089156
4095,Solanales,Convolvulaceae,Cuscuta,1812101726,,ERR1917165
10579,Solanales,Convolvulaceae,Operculina,,,SRR10060767
11039,Solanales,Convolvulaceae,Paralepistemon,,,SRR10060774
14390,Solanales,Convolvulaceae,Stictocardia,,,SRR10060780
7416,Solanales,Hydroleaceae,Hydrolea,,,SRR12000842
887,Solanales,Solanaceae,Anisodus,1834332098,,SRR7121753
2980,Solanales,Solanaceae,Cestrum,,,SRR3925075
4383,Solanales,Solanaceae,Datura,394831081,,SRR11474700
7771,Solanales,Solanaceae,Jaltomata,,,SRR7905347
8862,Solanales,Solanaceae,Lycium,1605131126,,SRR9030985
8867,Solanales,Solanaceae,Lycopersicum,,,SRR12004715
11416,Solanales,Solanaceae,Petunia,1542033573,,SRR10740621
11617,Solanales,Solanaceae,Physalis,1488178461,,SRR6667597
15862,Solanales,Solanaceae,Withania,1834959621,,SRR8718115
14140,Solanales,Sphenocleaceae,Sphenoclea,,,SRR2401831
14751,Splachnales,Splachnaceae,Tayloria,,,SRR6058887
14678,Takakiales,Takakiaceae,Takakia,966203244,,SRR6441442
14883,Tetraphidales,Tetraphidaceae,Tetrodontium,,,SRR6441446
15045,Timmiales,Timmiaceae,Timmia,,,SRR6441447
15193,Treubiales,Treubiaceae,Treubia,,353526580,SRR8245987
14822,Trochodendrales,Trochodendraceae,Tetracentron,511348416,,SRR9304969
15405,Trochodendrales,Trochodendraceae,Trochodendron,511348509,,SRR11599036
15569,Vahliales,Vahliaceae,Vahlia,,,SRR7451105
683,Vitales,Vitaceae,Ampelocissus,,,SRR2603953
685,Vitales,Vitaceae,Ampelopsis,953515678,,SRR5891623
2828,Vitales,Vitaceae,Cayratia,,,SRR12008292
3379,Vitales,Vitaceae,Cissus,,,SRR8573652
3455,Vitales,Vitaceae,Clematicissus,,,SRR12008273
4238,Vitales,Vitaceae,Cyphostemma,,,SRR2634746
8261,Vitales,Vitaceae,Leea,,,SRR2577985
11133,Vitales,Vitaceae,Parthenocissus,,,SRR5891684
13027,Vitales,Vitaceae,Rhoicissus,,,SRR12008240
14876,Vitales,Vitaceae,Tetrastigma,1002161102,,SRR2601925
15994,Vitales,Vitaceae,Yua,,,SRR12008319
2615,Zingiberales,Cannaceae,Canna,1840174357,,SRR2923793
3030,Zingiberales,Costaceae,Chamaecostus,,,SRR2923816
3832,Zingiberales,Costaceae,Costus,1796389296,,SRR12464759
4769,Zingiberales,Costaceae,Dimerocostus,,,SRR2923347
3109,Zingiberales,Costaceae,Hellenia,,,SRR2923346
9704,Zingiberales,Costaceae,Monocostus,,,SRR2923370
11006,Zingiberales,Costaceae,Paracostus,,,SRR7058216
14710,Zingiberales,Costaceae,Tapeinochilos,,,SRR2923386
6912,Zingiberales,Heliconiaceae,Heliconia,456061430,,SRR2923810
10619,Zingiberales,Lowiaceae,Orchidantha,,,SRR2923804
2385,Zingiberales,Marantaceae,Calathea,,,SRR7058178
5026,Zingiberales,Marantaceae,Donax,,,SRR2923837
6723,Zingiberales,Marantaceae,Halopegia,,,SRR2923764
7662,Zingiberales,Marantaceae,Ischnosiphon,,,SRR2923838
9103,Zingiberales,Marantaceae,Marantochloa,,,SRR2923381
11556,Zingiberales,Marantaceae,Phrynium,,,SRR7058196
13392,Zingiberales,Marantaceae,Sarcophrynium,,,SRR7058218
14213,Zingiberales,Marantaceae,Stachyphrynium,,,SRR7122074
14475,Zingiberales,Marantaceae,Stromanthe,,,SRR2923367
14912,Zingiberales,Marantaceae,Thaumatococcus,,,SRR2923762
5452,Zingiberales,Musaceae,Ensete,,,SRR4308285
9847,Zingiberales,Musaceae,Musa,525312436,,SRR9734074
11481,Zingiberales,Strelitziaceae,Phenakospermum,,,SRR7058215
12832,Zingiberales,Strelitziaceae,Ravenala,563940634,,SRR2923756
14449,Zingiberales,Strelitziaceae,Strelitzia,,,SRR2923815
330,Zingiberales,Zingiberaceae,Aframomum,,,SRR2923767
565,Zingiberales,Zingiberaceae,Alpinia,1691371521,,SRR8191029
669,Zingiberales,Zingiberaceae,Amomum,1347728940,,SRR2923377
4087,Zingiberales,Zingiberaceae,Curcuma,1253214606,,SRR11229490
5329,Zingiberales,Zingiberaceae,Elettaria,,,SRR1463257
5690,Zingiberales,Zingiberaceae,Etlingera,,,SRR2923758
6324,Zingiberales,Zingiberaceae,Globba,,,SRR8186871
6874,Zingiberales,Zingiberaceae,Hedychium,1812092497,,SRR8147014
7311,Zingiberales,Zingiberaceae,Hornstedtia,,,SRR7058188
7849,Zingiberales,Zingiberaceae,Kaempferia,1573131514,,SRR8197025
11911,Zingiberales,Zingiberaceae,Pleuranthodium,,,SRR7058204
12889,Zingiberales,Zingiberaceae,Renealmia,,,SRR2923374
13098,Zingiberales,Zingiberaceae,Riedelia,,,SRR2921739
13462,Zingiberales,Zingiberaceae,Scaphochlamys,,,SRR2921421
13842,Zingiberales,Zingiberaceae,Siamanthus,,,SRR2923807
13879,Zingiberales,Zingiberaceae,Siliquamomum,,,SRR7058217
13945,Zingiberales,Zingiberaceae,Siphonochilus,,,SRR7058222
13978,Zingiberales,Zingiberaceae,Smithatris,,,SRR11599050
14223,Zingiberales,Zingiberaceae,Stahlianthus,1796389032,,SRR8189638
14694,Zingiberales,Zingiberaceae,Tamijia,,,SRR7058202
16044,Zingiberales,Zingiberaceae,Zingiber,1832296773,,SRR10739563
15216,Zygophyllales,Zygophyllaceae,Tribulus,1829766999,,SRR8666404
16082,Zygophyllales,Zygophyllaceae,Zygophyllum,,,SRR12506738
