id,Order,(internal)family,baseGenus,cpGI,mtGI,SRA
135,Acorales,Acoraceae,Acorus,75755638,,SRR7451100
490,Alismatales,Alismataceae,Alisma,1714604512,,SRR11599013
390,Alismatales,Araceae,Aglaonema,1799626947,,SRR8144068
549,Alismatales,Araceae,Alocasia,1799627033,,SRR8655283
676,Alismatales,Araceae,Amorphophallus,1829765038,,SRR5626708
782,Alismatales,Araceae,Anchomanes,1799627883,,SRR8655280
980,Alismatales,Araceae,Anthurium,,,SRR8655279
1007,Alismatales,Araceae,Anubias,1799627118,,SRR8655278
1217,Alismatales,Araceae,Ariopsis,,,SRR4175139
1219,Alismatales,Araceae,Arisaema,1799627203,,SRR8655277
1286,Alismatales,Araceae,Arum,,,SRR11599000
2413,Alismatales,Araceae,Calla,1799627288,,SRR8655285
3615,Alismatales,Araceae,Colocasia,1248842997,,SRR5468959
5506,Alismatales,Araceae,Epipremnum,1834962546,,SRR8655267
8173,Alismatales,Araceae,Lasia,1863124810,,SRR8655296
8305,Alismatales,Araceae,Lemna,1307660940,,SRR10958743
9751,Alismatales,Araceae,Montrichardia,1799627373,,SRR8655290
10699,Alismatales,Araceae,Orontium,1863124896,,SRR8655289
11497,Alismatales,Araceae,Philodendron,1799627798,,SRR8655292
11710,Alismatales,Araceae,Pinellia,1799627458,,SRR12560323
13504,Alismatales,Araceae,Schismatoglottis,1799627543,,SRR8655268
14085,Alismatales,Araceae,Spathiphyllum,1770694567,,SRR8655269
14506,Alismatales,Araceae,Stylochaeton,1863124983,,SRR8655272
14617,Alismatales,Araceae,Syngonium,1799627628,,SRR8655273
14655,Alismatales,Araceae,Taccarum,1799627713,,SRR8655274
15867,Alismatales,Araceae,Wolffia,1307661243,,SRR11430564
16007,Alismatales,Araceae,Zamioculcas,1863125068,,SRR8655299
16012,Alismatales,Araceae,Zantedeschia,1236514058,,SRR8655298
2335,Alismatales,Butomaceae,Butomus,,511782593,SRR7451111
4199,Alismatales,Cymodoceaceae,Cymodocea,,,SRR10376716
14893,Alismatales,Cymodoceaceae,Thalassodendron,,,ERR2888342
5355,Alismatales,Hydrocharitaceae,Elodea,404474390,,SRR12432562
5443,Alismatales,Hydrocharitaceae,Enhalus,1847693707,,SRR10376676
6725,Alismatales,Hydrocharitaceae,Halophila,,,SRR12108688
14892,Alismatales,Hydrocharitaceae,Thalassia,1707505521,,SRR10376715
15582,Alismatales,Hydrocharitaceae,Vallisneria,,,SRR11069215
12163,Alismatales,Posidoniaceae,Posidonia,,,SRR2315671
12168,Alismatales,Potamogetonaceae,Potamogeton,1016470955,,SRR12432449
14497,Alismatales,Potamogetonaceae,Stuckenia,,,SRR12432450
6816,Alismatales,Tofieldiaceae,Harperocallis,,,SRR11599034
15076,Alismatales,Tofieldiaceae,Tofieldia,1016470869,,SRR9032616
812,Andreaeales,Andreaeaceae,Andreaea,,1829767084,SRR6441385
293,Apiales,Apiaceae,Aegopodium,,,SRR12518851
979,Apiales,Apiaceae,Anthriscus,323149061,,SRR10201749
1059,Apiales,Apiaceae,Apium,1593549272,,SRR5488192
1384,Apiales,Apiaceae,Astrantia,,,ERR2861994
2993,Apiales,Apiaceae,Chaerophyllum,,,ERR3089168
3341,Apiales,Apiaceae,Cicuta,1418576159,,SRR12518876
3688,Apiales,Apiaceae,Conium,,,ERR3089163
4037,Apiales,Apiaceae,Cryptotaenia,1829765892,,SRR12361867
4072,Apiales,Apiaceae,Cuminum,1829774990,,SRR10076761
5580,Apiales,Apiaceae,Erigenia,,,SRR9919113
5649,Apiales,Apiaceae,Eryngium,,,SRR11599032
5865,Apiales,Apiaceae,Falcaria,,,SRR9213485
5999,Apiales,Apiaceae,Foeniculum,1002165736,,SRR5483150
7009,Apiales,Apiaceae,Heracleum,1778127613,,SRR10693491
8172,Apiales,Apiaceae,Laserpitium,,,SRR10249442
10473,Apiales,Apiaceae,Oenanthe,1878348868,,SRR10019922
10772,Apiales,Apiaceae,Osmorhiza,,,SRR12361981
11413,Apiales,Apiaceae,Petroselinum,340034260,,SRR1030614
13343,Apiales,Apiaceae,Sanicula,1770043646,,SRR12432384
13961,Apiales,Apiaceae,Sium,,,SRR12361803
15103,Apiales,Apiaceae,Torilis,1781316952,,SRR12432317
16050,Apiales,Apiaceae,Zizia,,,SRR12361804
1129,Apiales,Araliaceae,Aralia,1610635316,,SRR926625
2137,Apiales,Araliaceae,Brassaiopsis,558602891,,SRR926626
5335,Apiales,Araliaceae,Eleutherococcus,359422122,,SRR5602586
6867,Apiales,Araliaceae,Hedera,1777434795,,SRR12518779
7103,Apiales,Araliaceae,Heteropanax,,,SRR11026839
7864,Apiales,Araliaceae,Kalopanax,563940364,,SRR926627
9352,Apiales,Araliaceae,Meryta,,,SRR891906
9394,Apiales,Araliaceae,Metapanax,558602979,,SRR926628
13479,Apiales,Araliaceae,Schefflera,1878349872,,SRR11026797
14854,Apiales,Araliaceae,Tetrapanax,,,SRR11026821
15194,Apiales,Araliaceae,Trevesia,,,SRR7121552
2325,Apiales,Pittosporaceae,Bursaria,,,SRR7508181
11763,Apiales,Pittosporaceae,Pittosporum,1829772623,,SRR6951304
6438,Aquifoliales,Cardiopteridaceae,Gonocaryum,1610622807,,SRR7451080
4921,Aquifoliales,Stemonuraceae,Discophora,,,SRR2401863
1359,Arecales,Arecaceae,Asterogyne,,,SRR9191846
1454,Arecales,Arecaceae,Attalea,,,SRR2126805
1557,Arecales,Arecaceae,Bactris,,,SRR1851045
2006,Arecales,Arecaceae,Borassus,985484814,,SRR10261585
2123,Arecales,Arecaceae,Brahea,1770691639,,SRR6439400
2324,Arecales,Arecaceae,Burretiokentia,,,SRR2126854
2380,Arecales,Arecaceae,Calamus,456330871,,ERR2349751
2528,Arecales,Arecaceae,Calyptrogyne,,,SRR9207777
2529,Arecales,Arecaceae,Calyptronoma,,,SRR9207784
2974,Arecales,Arecaceae,Ceroxylon,,,SRR9089193
4695,Arecales,Arecaceae,Dictyosperma,,,SRR1851039
5188,Arecales,Arecaceae,Dypsis,,,SRR2127678
5303,Arecales,Arecaceae,Elaeis,383931169,,SRR8889274
5321,Arecales,Arecaceae,Eleiodoxa,,,ERR2094412
5556,Arecales,Arecaceae,Eremospatha,1021078747,,SRR11433407
5790,Arecales,Arecaceae,Euterpe,,,SRR8718122
6234,Arecales,Arecaceae,Geonoma,,,SRR9637735
7124,Arecales,Arecaceae,Heterospathe,,,SRR2127718
7333,Arecales,Arecaceae,Howea,,,SRR5534863
7405,Arecales,Arecaceae,Hydriastele,,,SRR2127721
7644,Arecales,Arecaceae,Iriartea,,,SRR2127722
7903,Arecales,Arecaceae,Kentiopsis,,,SRR2127731
8062,Arecales,Arecaceae,Laccosperma,,,SRR11433424
8333,Arecales,Arecaceae,Leopoldinia,,,SRR2127741
8575,Arecales,Arecaceae,Licuala,,,SRR9207748
9071,Arecales,Arecaceae,Manicaria,,,SRR2127745
9200,Arecales,Arecaceae,Mauritia,1021077278,,SRR10521790
9201,Arecales,Arecaceae,Mauritiella,,,SRR11433441
10389,Arecales,Arecaceae,Nypa,1021078229,,SRR3173622
10474,Arecales,Arecaceae,Oenocarpus,,,SRR2127746
10611,Arecales,Arecaceae,Orania,,,SRR2127748
11198,Arecales,Arecaceae,Pelagodoxa,,,SRR2127749
11537,Arecales,Arecaceae,Pholidostachys,,,SRR9207804
11643,Arecales,Arecaceae,Phytelephas,1021078142,,SRR8989344
11985,Arecales,Arecaceae,Podococcus,836614446,,SRR8989346
12217,Arecales,Arecaceae,Prestoea,,,SRR2127751
12246,Arecales,Arecaceae,Pritchardiopsis,,,SRR6439399
12433,Arecales,Arecaceae,Pseudophoenix,456061637,,SRR2127752
12808,Arecales,Arecaceae,Raphia,,,SRR11433409
12872,Arecales,Arecaceae,Reinhardtia,,,SRR2127756
13199,Arecales,Arecaceae,Roystonea,,,SRR2127757
13251,Arecales,Arecaceae,Sabal,814071364,,SRR1840784
13662,Arecales,Arecaceae,Sclerosperma,,,SRR2127758
13991,Arecales,Arecaceae,Socratea,,,SRR9207776
15625,Arecales,Arecaceae,Veitchia,1021077538,,SRR2127759
15780,Arecales,Arecaceae,Washingtonia,1021079610,,SRR9733255
15802,Arecales,Arecaceae,Welfia,,,SRR9207663
15818,Arecales,Arecaceae,Wettinia,,,SRR9207745
4377,Arecales,Dasypogonaceae,Dasypogon,456061865,,SRR7878513
359,Asparagales,Amaryllidaceae,Agapanthus,1252314238,,SRR830630
5289,Asparagales,Amaryllidaceae,Eithea,,,SRR3183496
6526,Asparagales,Amaryllidaceae,Griffinia,,,SRR3183890
6682,Asparagales,Amaryllidaceae,Habranthus,,,SRR3183894
7185,Asparagales,Amaryllidaceae,Hippeastrum,1863499565,,SRR12513292
8874,Asparagales,Amaryllidaceae,Lycoris,1832108096,,SRR7907517
9971,Asparagales,Amaryllidaceae,Narcissus,1511249864,,SRR6279542
11560,Asparagales,Amaryllidaceae,Phycella,,,SRR3184070
11770,Asparagales,Amaryllidaceae,Placea,,,SRR3189431
13016,Asparagales,Amaryllidaceae,Rhodophiala,,,SRR3184143
13450,Asparagales,Amaryllidaceae,Scadoxus,,,SRR830636
15072,Asparagales,Amaryllidaceae,Tocantinia,,,SRR3189454
15177,Asparagales,Amaryllidaceae,Traubia,,,SRR3184145
15380,Asparagales,Amaryllidaceae,Tristagma,,,SRR11599055
16029,Asparagales,Amaryllidaceae,Zephyranthes,,,SRR3185397
373,Asparagales,Asparagaceae,Agave,1111669816,,SRR10665708
551,Asparagales,Asparagaceae,Aloe,1236514343,,SRR8889257
836,Asparagales,Asparagaceae,Anemarrhena,1128266385,,SRR3734421
952,Asparagales,Asparagaceae,Anthericum,1252314325,,SRR10054461
1050,Asparagales,Asparagaceae,Aphyllanthes,1252313978,,SRR830641
1320,Asparagales,Asparagaceae,Asparagus,1252001447,,SRR10187021
1826,Asparagales,Asparagaceae,Beschorneria,1128266798,,SRR3734422
2405,Asparagales,Asparagaceae,Calibanus,,,SRR8821416
2537,Asparagales,Asparagaceae,Camassia,1128267022,,SRR3734429
3218,Asparagales,Asparagaceae,Chlorogalum,1128268131,,SRR3734430
3220,Asparagales,Asparagaceae,Chlorophytum,,,SRR11638255
3718,Asparagales,Asparagaceae,Convallaria,1642524634,,SRR12518870
3753,Asparagales,Asparagaceae,Cordyline,1252315520,,SRR7121429
4626,Asparagales,Asparagaceae,Dichelostemma,,,SRR830633
5062,Asparagales,Asparagaceae,Dracaena,1847692079,,SRR8173314
5220,Asparagales,Asparagaceae,Echeandia,1115584347,,SRR3734431
6164,Asparagales,Asparagaceae,Gasteria,,,SRR10412127
6834,Asparagales,Asparagaceae,Hastingsia,,,SRR3734432
6847,Asparagales,Asparagaceae,Haworthia,,,SRR830640
7051,Asparagales,Asparagaceae,Hesperaloe,1128268318,,SRR3734437
7070,Asparagales,Asparagaceae,Hesperoyucca,1128269222,,SRR3734439
7323,Asparagales,Asparagaceae,Hosta,1796333261,,SRR3734440
8256,Asparagales,Asparagaceae,Ledebouria,,,SRR830639
8332,Asparagales,Asparagaceae,Leopoldia,,,SRR6279540
8721,Asparagales,Asparagaceae,Lomandra,,,SRR830632
9004,Asparagales,Asparagaceae,Maianthemum,1252314151,,SRR12361729
11206,Asparagales,Asparagaceae,Peliosanthes,,,SRR7122078
12071,Asparagales,Asparagaceae,Polygonatum,953244905,,SRR10828050
13349,Asparagales,Asparagaceae,Sansevieria,,,SRR830634
13582,Asparagales,Asparagaceae,Schoenolirion,1128271176,,SRR3734445
15995,Asparagales,Asparagaceae,Yucca,1128271348,,SRR12404935
1895,Asparagales,Blandfordiaceae,Blandfordia,,,SRR7451071
9664,Asparagales,Hypoxidaceae,Molineria,,,SRR7121853
3950,Asparagales,Iridaceae,Crocosmia,,,SRR7122085
3951,Asparagales,Iridaceae,Crocus,1610620146,,SRR10841735
5334,Asparagales,Iridaceae,Eleutherine,,,SRR9332473
7648,Asparagales,Iridaceae,Iris,697964834,,SRR8208365
13959,Asparagales,Iridaceae,Sisyrinchium,,,SRR12361728
102,Asparagales,Orchidaceae,Acianthera,,,SRR11028213
409,Asparagales,Orchidaceae,Agrostophyllum,1859639369,,SRR11028075
738,Asparagales,Orchidaceae,Anacamptis,,,SRR12432534
775,Asparagales,Orchidaceae,Anathallis,1707502132,,SRR11028030
806,Asparagales,Orchidaceae,Andinia,,,SRR11027986
868,Asparagales,Orchidaceae,Angraecum,,,SRR11028235
1093,Asparagales,Orchidaceae,Apostasia,1049299804,,SRR5759391
1249,Asparagales,Orchidaceae,Arpophyllum,,,SRR10438187
1288,Asparagales,Orchidaceae,Arundina,1779759844,,SRR11028188
1642,Asparagales,Orchidaceae,Barbosella,,,SRR11028186
1647,Asparagales,Orchidaceae,Barkeria,,,SRR10438176
1926,Asparagales,Orchidaceae,Bletilla,953244743,,SRR7121654
2072,Asparagales,Orchidaceae,Brachionidium,,,SRR11028177
2204,Asparagales,Orchidaceae,Broughtonia,,,SRR10438172
2382,Asparagales,Orchidaceae,Calanthe,669100248,,SRR1169038
2804,Asparagales,Orchidaceae,Cattleya,788366062,,SRR11028176
2812,Asparagales,Orchidaceae,Caularthron,,,SRR10438171
2886,Asparagales,Orchidaceae,Cephalanthera,1593554061,,SRR7814438
3795,Asparagales,Orchidaceae,Corybas,1819289524,,SRR7359843
3910,Asparagales,Orchidaceae,Cremastra,1381388713,,SRR11028175
4173,Asparagales,Orchidaceae,Cycnoches,,,SRR10355635
4190,Asparagales,Orchidaceae,Cymbidium,520850484,,SRR6117755
4242,Asparagales,Orchidaceae,Cypripedium,1783498964,,SRR4714147
4310,Asparagales,Orchidaceae,Dactylorhiza,1747250745,,SRR12432367
4471,Asparagales,Orchidaceae,Dendrobium,1211677809,,SRR5028798
4760,Asparagales,Orchidaceae,Dilochia,,,SRR11028173
4763,Asparagales,Orchidaceae,Dilomilis,,,SRR11028172
4803,Asparagales,Orchidaceae,Diodonopsis,,,SRR11028171
5065,Asparagales,Orchidaceae,Draconanthes,,,SRR11028168
5072,Asparagales,Orchidaceae,Dracula,,,SRR11028154
5089,Asparagales,Orchidaceae,Dresslerella,,,SRR11028138
5106,Asparagales,Orchidaceae,Dryadella,,,SRR11028128
5247,Asparagales,Orchidaceae,Echinosepala,,,SRR11028126
5492,Asparagales,Orchidaceae,Epidendrum,,,SRR10438185
5502,Asparagales,Orchidaceae,Epipactis,1593554589,,SRR7814439
5505,Asparagales,Orchidaceae,Epipogium,693302000,,SRR1344940
6062,Asparagales,Orchidaceae,Frondaria,,,SRR11028123
6111,Asparagales,Orchidaceae,Galearis,1829770746,,SRR7802059
6229,Asparagales,Orchidaceae,Geodorum,1835942981,,SRR2895771
6453,Asparagales,Orchidaceae,Goodyera,1779759934,,SRR5007089
6598,Asparagales,Orchidaceae,Gymnadenia,1829770920,,SRR7802085
6679,Asparagales,Orchidaceae,Habenaria,1829771007,,SRR5123092
7678,Asparagales,Orchidaceae,Isochilus,,,SRR11028212
8334,Asparagales,Orchidaceae,Lepanthes,,,SRR11028197
8335,Asparagales,Orchidaceae,Lepanthopsis,,,SRR11028112
8613,Asparagales,Orchidaceae,Limodorum,1678300100,,SRR7525749
8653,Asparagales,Orchidaceae,Liparis,1254335883,,SRR12518887
8820,Asparagales,Orchidaceae,Ludisia,1043374421,,SRR3484539
9163,Asparagales,Orchidaceae,Masdevallia,788229104,,SRR11028091
9205,Asparagales,Orchidaceae,Maxillaria,,,SRR11599031
9879,Asparagales,Orchidaceae,Myoxanthus,,,SRR11028068
9911,Asparagales,Orchidaceae,Myrmecophila,,,SRR11028062
10082,Asparagales,Orchidaceae,Neocogniauxia,,,SRR11028060
10179,Asparagales,Orchidaceae,Neottia,364532629,,SRR12432590
10243,Asparagales,Orchidaceae,Neuwiedia,727354564,,SRR5010168
10257,Asparagales,Orchidaceae,Nidema,,,SRR11028058
10430,Asparagales,Orchidaceae,Octomeria,,,SRR11028055
10544,Asparagales,Orchidaceae,Oncidium,281188264,,SRR7768108
10594,Asparagales,Orchidaceae,Ophrys,1479942400,,SRR7177922
10622,Asparagales,Orchidaceae,Orchis,,,SRR12432579
10657,Asparagales,Orchidaceae,Oreorchis,1859639695,,SRR11028049
10667,Asparagales,Orchidaceae,Orestias,,,SRR2174563
10867,Asparagales,Orchidaceae,Pabstiella,,,SRR11028045
10943,Asparagales,Orchidaceae,Palmorchis,1593555026,,SRR7814440
10975,Asparagales,Orchidaceae,Paphiopedilum,937957673,,SRR5131115
11451,Asparagales,Orchidaceae,Phalaenopsis,699975215,,SRR5483075
11523,Asparagales,Orchidaceae,Phloeophila,,,SRR11028035
11538,Asparagales,Orchidaceae,Pholidota,1863124157,,SRR11935558
11814,Asparagales,Orchidaceae,Platanthera,1747249471,,SRR12432502
11853,Asparagales,Orchidaceae,Platystele,,,SRR11028029
11942,Asparagales,Orchidaceae,Pleurothallis,,,SRR11027996
11943,Asparagales,Orchidaceae,Pleurothallopsis,,,SRR11027977
12096,Asparagales,Orchidaceae,Polystachya,,,ERR2304347
12120,Asparagales,Orchidaceae,Ponera,,,SRR8406544
12151,Asparagales,Orchidaceae,Porroglossum,,,SRR11027966
12214,Asparagales,Orchidaceae,Prescottia,1834961060,,SRR11951436
12270,Asparagales,Orchidaceae,Prosthechea,,,SRR11027963
12449,Asparagales,Orchidaceae,Pseudorchis,,,SRR7802123
12533,Asparagales,Orchidaceae,Psychopsis,,,SRR6282045
12900,Asparagales,Orchidaceae,Restrepia,,,SRR11028316
12901,Asparagales,Orchidaceae,Restrepiella,,,SRR11028309
13061,Asparagales,Orchidaceae,Rhynchostylis,,,SRR3299523
13393,Asparagales,Orchidaceae,Sarcophyton,,,SRR12573898
13425,Asparagales,Orchidaceae,Satyrium,,,SRR8490363
13464,Asparagales,Orchidaceae,Scaphosepalum,,,SRR11028296
13465,Asparagales,Orchidaceae,Scaphyglottis,,,SRR11028294
13779,Asparagales,Orchidaceae,Serapias,,,ERR5033545
14091,Asparagales,Orchidaceae,Specklinia,,,SRR11028282
14273,Asparagales,Orchidaceae,Stelis,,,SRR11028245
14377,Asparagales,Orchidaceae,Steveniella,,,SRR5974944
14753,Asparagales,Orchidaceae,Teagueia,,,SRR11028237
15263,Asparagales,Orchidaceae,Trichosalpinx,,,SRR11028222
15376,Asparagales,Orchidaceae,Trisetella,,,SRR11028231
15417,Asparagales,Orchidaceae,Tropidia,,,SRR12518806
15586,Asparagales,Orchidaceae,Vanda,1610625153,,SRR7121741
15596,Asparagales,Orchidaceae,Vanilla,1215846375,,SRR8257232
16033,Asparagales,Orchidaceae,Zeuxine,,,SRR7121896
16063,Asparagales,Orchidaceae,Zootrophion,,,SRR11028220
8970,Asparagales,Rutaceae,Macrostylis,,,SRR8669890
5561,Asparagales,Xanthorrhoeaceae,Eremurus,1829767662,,SRR9108635
6951,Asparagales,Xanthorrhoeaceae,Hemerocallis,1841708772,,SRR12506380
9984,Asterales,Calyceraceae,Nastanthus,,,SRR2153911
2319,Asterales,Campanulaceae,Burmeistera,1238900481,,SRR11497920
2549,Asterales,Campanulaceae,Campanula,684629928,,SRR12518879
2604,Asterales,Campanulaceae,Canarina,,,SRR1145769
2879,Asterales,Campanulaceae,Centropogon,1215848614,,SRR4253264
8699,Asterales,Campanulaceae,Lobelia,1267173583,,SRR11229724
11644,Asterales,Campanulaceae,Phyteuma,,,SRR12518790
12204,Asterales,Campanulaceae,Pratia,,,SRR7121982
13939,Asterales,Campanulaceae,Siphocampylus,1238898897,,SRR4253265
14013,Asterales,Campanulaceae,Solenopsis,1215852188,,SRR10313460
15748,Asterales,Campanulaceae,Wahlenbergia,,,SRR7121835
78,Asterales,Compositae,Achillea,,,SRR12518776
123,Asterales,Compositae,Acmella,,,SRR7121831
381,Asterales,Compositae,Ageratina,334701780,,SRR7121496
383,Asterales,Compositae,Ageratum,1786486263,,SRR7121578
393,Asterales,Compositae,Agnorhiza,,,SRR9947401
396,Asterales,Compositae,Agoseris,,,SRR12361858
430,Asterales,Compositae,Ajania,,,SRR9887567
448,Asterales,Compositae,Albertinia,,,SRR9119087
609,Asterales,Compositae,Amauria,,,SRR9119150
610,Asterales,Compositae,Amauriopsis,,,SRR9118995
634,Asterales,Compositae,Ambrosia,1241931959,,SRR4047220
722,Asterales,Compositae,Amphoricarpos,,,SRR9119151
746,Asterales,Compositae,Anacyclus,,,SRR9822597
858,Asterales,Compositae,Angianthus,,,SRR8666711
944,Asterales,Compositae,Antennaria,,,SRR8612203
948,Asterales,Compositae,Anthemis,,,SRR9118961
1009,Asterales,Compositae,Anura,,,SRR12518835
1164,Asterales,Compositae,Arctium,1730283153,,SRR10896609
1175,Asterales,Compositae,Arctotis,,,SRR9118955
1200,Asterales,Compositae,Argyranthemum,,,SRR9118956
1206,Asterales,Compositae,Argyroglottis,,,SRR9118957
1240,Asterales,Compositae,Arnica,,,SRR12432532
1350,Asterales,Compositae,Aster,1206251444,,SRR8208368
1421,Asterales,Compositae,Athanasia,,,SRR9118952
1443,Asterales,Compositae,Atractylodes,1381392636,,SRR8661651
1653,Asterales,Compositae,Barnadesia,1862596369,,SRR9118994
1761,Asterales,Compositae,Belloa,,,SRR9118997
1805,Asterales,Compositae,Berkheya,,,SRR9118996
1845,Asterales,Compositae,Bidens,1834965295,,SRR9727172
1935,Asterales,Compositae,Blumea,,,SRR7121532
1977,Asterales,Compositae,Boltonia,,,SRR9118999
2089,Asterales,Compositae,Brachyglottis,,,SRR9118998
2090,Asterales,Compositae,Brachylaena,,,SRR9119001
2173,Asterales,Compositae,Brickellia,,,SRR12361821
2351,Asterales,Compositae,Cacaliopsis,,,SRR9118992
2400,Asterales,Compositae,Calea,,,SRR9118991
2403,Asterales,Compositae,Calendula,,,SRR9119038
2451,Asterales,Compositae,Calocephalus,,,SRR8666464
2478,Asterales,Compositae,Calotis,,,SRR8666236
2668,Asterales,Compositae,Cardopatium,,,SRR9119039
2672,Asterales,Compositae,Carduus,,,SRR12199769
2686,Asterales,Compositae,Carlina,,,SRR9119036
2721,Asterales,Compositae,Carthamus,1108490957,,SRR3623470
2743,Asterales,Compositae,Cassinia,,,SRR9119042
2823,Asterales,Compositae,Cavea,,,SRR9119043
2855,Asterales,Compositae,Centaurea,651514769,,SRR7349804
2863,Asterales,Compositae,Centipeda,,,SRR8666707
2869,Asterales,Compositae,Centratherum,,,SRR9119034
2988,Asterales,Compositae,Chaenactis,,,SRR9119035
2998,Asterales,Compositae,Chaetanthera,,,SRR9119083
3158,Asterales,Compositae,Chiliotrichum,,,SRR9119082
3265,Asterales,Compositae,Chresta,,,SRR9208078
3277,Asterales,Compositae,Chromolaena,1883997911,,SRR9119077
3282,Asterales,Compositae,Chronopappus,,,SRR9119076
3287,Asterales,Compositae,Chrysanthemoides,,,SRR8692440
3293,Asterales,Compositae,Chrysocephalum,,,SRR8666813
3299,Asterales,Compositae,Chrysocoma,,,SRR9119107
3303,Asterales,Compositae,Chrysogonum,,,SRR9119108
3324,Asterales,Compositae,Chuquiraga,1866760586,,SRR9119110
3340,Asterales,Compositae,Cichorium,1707510555,,SRR2513248
3374,Asterales,Compositae,Cirsium,1347726613,,SRR12432526
3491,Asterales,Compositae,Cloiselia,,,SRR9119113
3696,Asterales,Compositae,Conoclinium,,,SRR9119114
3759,Asterales,Compositae,Coreopsis,,,SRR7122051
3762,Asterales,Compositae,Corethrogyne,,,SRR9119097
3801,Asterales,Compositae,Corymbium,,,SRR9119130
3840,Asterales,Compositae,Cotula,,,SRR9119133
3854,Asterales,Compositae,Cousinia,,,SRR9119132
3881,Asterales,Compositae,Craspedia,,,SRR9119126
3889,Asterales,Compositae,Crassocephalum,,,SRR7121559
3922,Asterales,Compositae,Crepidiastrum,1621112562,,SRR7716234
3927,Asterales,Compositae,Crepis,,,ERR3089169
4116,Asterales,Compositae,Cyanthillium,,,SRR7121611
4122,Asterales,Compositae,Cyathocline,,,SRR7121716
4158,Asterales,Compositae,Cyclolepis,,,SRR9119129
4204,Asterales,Compositae,Cynara,887514419,,SRR1916446
4258,Asterales,Compositae,Cyrtocymura,,,SRR9119136
4376,Asterales,Compositae,Dasyphyllum,,,SRR9119135
4442,Asterales,Compositae,Deinandra,,,SRR9119158
4466,Asterales,Compositae,Dendranthema,,,SRR6155882
4501,Asterales,Compositae,Dendrosenecio,1340298809,,SRR5146072
4641,Asterales,Compositae,Dichrocephala,,,SRR7121686
4703,Asterales,Compositae,Didelta,,,SRR9119156
4932,Asterales,Compositae,Disparago,,,SRR9119157
4949,Asterales,Compositae,Distephanus,,,SRR9119152
4978,Asterales,Compositae,Dittrichia,,,ERR2168568
5002,Asterales,Compositae,Dolichlasium,,,SRR9119155
5148,Asterales,Compositae,Dugesia,,,SRR6928440
5224,Asterales,Compositae,Echinacea,1181197204,,SRR9967761
5244,Asterales,Compositae,Echinops,,,SRR9119137
5254,Asterales,Compositae,Eclipta,1511246541,,SRR7121590
5323,Asterales,Compositae,Elekmania,,,SRR9119175
5327,Asterales,Compositae,Elephantopus,,,SRR9208067
5530,Asterales,Compositae,Eremanthus,,,SRR9208070
5559,Asterales,Compositae,Eremothamnus,,,SRR9119134
5575,Asterales,Compositae,Ericameria,,,SRR9119161
5582,Asterales,Compositae,Erigeron,1812620915,,SRR11240943
5606,Asterales,Compositae,Eriophyllum,,,SRR9118989
5742,Asterales,Compositae,Eupatorium,,,SRR12361970
5764,Asterales,Compositae,Eurybia,,,SRR10158563
5792,Asterales,Compositae,Euthamia,,,SRR9118987
5796,Asterales,Compositae,Eutrochium,,,SRR9119106
5849,Asterales,Compositae,Facelis,,,SRR9118963
5975,Asterales,Compositae,Flaveria,1862597413,,SRR8666705
6074,Asterales,Compositae,Fulcaldea,1883997163,,SRR9119071
6097,Asterales,Compositae,Gaillardia,,,SRR9119024
6140,Asterales,Compositae,Gamochaeta,,,SRR9119021
6185,Asterales,Compositae,Gazania,,,SRR9119018
6245,Asterales,Compositae,Gerbera,1829767125,,SRR9119019
6294,Asterales,Compositae,Gladiopappus,,,SRR9119020
6307,Asterales,Compositae,Glebionis,,,SRR9119074
6380,Asterales,Compositae,Gnaphalium,,,SRR7121839
6381,Asterales,Compositae,Gnephosis,,,SRR8666710
6421,Asterales,Compositae,Gongylolepis,,,SRR9119174
6454,Asterales,Compositae,Gorceixia,,,SRR9119177
6531,Asterales,Compositae,Grindelia,,,SRR9119066
6579,Asterales,Compositae,Guizotia,183217719,,SRR9119065
6581,Asterales,Compositae,Gundelia,,,SRR9119064
6602,Asterales,Compositae,Gymnanthemum,,,SRR7121748
6657,Asterales,Compositae,Gynura,,,SRR10270712
6767,Asterales,Compositae,Haplocarpha,,,SRR9119070
6780,Asterales,Compositae,Haplopappus,,,SRR9119069
6803,Asterales,Compositae,Harmonia,,,ERR3209604
6857,Asterales,Compositae,Hecastocleis,,,SRR9119068
6894,Asterales,Compositae,Helenium,,,SRR9119067
6905,Asterales,Compositae,Helichrysum,1585509334,,SRR9119033
6922,Asterales,Compositae,Heliocauta,,,SRR9822610
6927,Asterales,Compositae,Heliopsis,,,SRR11599021
7086,Asterales,Compositae,Heterocoma,,,SRR9119027
7095,Asterales,Compositae,Heterolepis,,,SRR9119029
7132,Asterales,Compositae,Heterotheca,,,SRR9119022
7155,Asterales,Compositae,Hieracium,,,SRR307780
7250,Asterales,Compositae,Hololepis,,,SRR9119023
7279,Asterales,Compositae,Homogyne,,,ERR2564470
7390,Asterales,Compositae,Hyalis,,,SRR9119120
7394,Asterales,Compositae,Hyaloseris,,,SRR9119119
7475,Asterales,Compositae,Hymenolepis,,,ERR3277817
7523,Asterales,Compositae,Hypochaeris,1747452468,,ERR3089171
7634,Asterales,Compositae,Iotasperma,,,SRR8666743
7754,Asterales,Compositae,Jacobaea,334702303,,SRR12518873
7842,Asterales,Compositae,Jurinea,,,SRR9119122
